Transaction ID,Transaction Time,Block Time,Sender ID,Receiver ID,Receiver Type,Amount,Currency,Currency Hash,Currency Type,Amount [USD],Gas Price,Gas Limit,Gas Used,Gas Predicted,Balance In,Balance Out,Label,Risk Level
0x26141f6754698a3ff83e83c4af4fea991d10862c6352e4c9ea0a8432714d4bb4,,2022-12-04 21:25:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,1127.36,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,1507.933323,1.27E-08,635817,325345,,,,0,
0x50e5b1de0d162ff8daf2db9a810afadaaa743cbbd1538bacbcaf69e0fa3bd163,,2022-12-03 02:26:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,2994,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,2962.944052,1.18E-08,608943,311675,,,,0,
0xd13c80eb24bc115f57bb9da6d84e174dc1cb34c30bc677f19d950dbda522b141,,2022-12-03 00:48:23  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,52999.65,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,52449.89903,1.18E-08,2000000,297403,,,,0,
0x72044dca753c394cf89fa08aeff95134949489902daec9180b5032932d56f5e9,,2022-12-03 00:46:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,35173.71,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,34808.86267,1.21E-08,2000000,297403,,,,0,
0xaafce1ea9a50f11c596d4f89235bdf43515c7f872bf01d881b1dd9668f503006,,2022-12-03 00:39:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,38372.4,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,37974.37352,1.19E-08,2000000,295861,,,,0,
0x35c5c9a8da54efe382982b3a3eca6d3845fe59217964f64fae999fee5ec1ee48,,2022-12-01 02:47:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,155.554689,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,erc20,155.5826168,1.24E-08,647719,331511,,,,0,
0xc40b43e3c8e176e14f4304a469250945629ac74eb8d532602ca51a081b30d462,,2022-11-30 00:39:35  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,775,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,771.464257,1.26E-08,599037,306086,,,,0,
0x2caecd1a77ce835e8f1112ce4296c99e27b0d0eeb59c8475e6fc1d609ca71a36,,2022-11-21 19:24:35  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,39600,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,39519.59123,1.30E-08,2000000,299324,,,,0,
0x8fed3f31064f003121931988a83d074fac919379f5864ee1f4773ae85919d9d8,,2022-11-17 05:38:35  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,49049.99997,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,49949.51798,1.28E-08,2000000,314087,,,,0,
0x8b67867acdf0c18828d7fbdd0ae47643c2c256edac89d430e4bc3a66e832ed2a,,2022-11-15 01:57:47  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,49500,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,49927.05762,1.77E-08,2000000,295888,,,,0,
0x743f416d726adfac3041b8d991d97af7d2667da9f646d228132a398721004076,,2022-11-14 18:34:35  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,29700,bHOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,erc20,29956.23457,2.18E-08,2000000,309568,,,,0,
0x434bcff8dcb35a0efae62a93144d7fc80a3789692e5ac47b77fcb5b8612f6225,,2022-11-11 16:57:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,149.97,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,erc20,150.2083261,3.01E-08,659277,337390,,,,0,
0x62a81c279fc9a9d87f81d5088d5b9a1481d6f94744545bf8c1da023a91eef066,,2022-11-08 05:06:47  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0xa42f6fb68607048dde54fcd53d2195cc8ca5f486,,196017.6098,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,erc20,196636.2461,1.96E-08,124922,117675,,,,0,
0x4ee22ec5be795853370227e204964da4d7791127f7438d22adf08d81f5dafb1c,,2022-11-08 03:05:59  +0000,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,0x5c6a6cf9ae657a73b98454d17986af41fc7b44ee,,6,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,erc20,6.018936145,2.46E-08,621558,317776,,,,0,
